0  -0.10107818854248  0  0.12663412302973  0  -0.1899990633705  0  0  0  0  5.0856542913224  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.20331903122277  0  0.090364284091742  0  -0.11556193226823  0  -0.047971187612221  0  0  0  0  5.0975593577327  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.10708957022317  0  -0.16257277007014  0  -0.4163731177696  0  0  0  0  0  0  5.4719634554374  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.15560923183202  0  0.4146906530375  0  -0.12173796120697  0  0  0  0  0  0  0  5.4723343821074  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.41074266666491  0  -0.084968275299241  0  0.13430207103307  0  0.12712136914768  0  0  0  0  0  0  0  5.4724740683204  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.11273308498754  0  0.15713291744026  0  0.1764381427607  0  0.27474560319131  0  0  0  0  0  0  0  0  5.5607249903379  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.34905601613735  0  0.093208790427688  0  -0.12705824845503  0  0  0  0  0  0  0  0  0  0  5.5832572235873  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.056059498819707  0  0.25263827398872  0  0.24866712560544  0  -0.2795206588658  0  0  0  0  0  0  0  0  0  0  5.8035649282073  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.12106411133163  0  -0.26582788344734  0  0.20902358233309  0  -0.028310925151041  0  0  0  0  0  0  0  0  0  0  0  5.8074859422969  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.074218362552786  0  0.28739064426531  0  0.20354104117247  0  -0.26223719882101  0  0  0  0  0  0  0  0  0  0  0  0  6.8825229145161  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.25219160952367  0  -0.063070988735194  0  0.092599124969042  0  0.073832978993929  0  0  0  0  0  0  0  0  0  0  0  0  0  7.8727596625825  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.087119496928398  0  0.26913532173923  0  -0.040085482997112  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7.8737890594255  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.077712266131961  0  -0.065026608575136  0  -0.26715312939763  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7.8742031770386  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.054587330527025  0  -0.09359562333005  0  -0.08466009843768  0  -0.15309695721897  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8.0850757591532  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.19999136426352  0  -0.053680063124164  0  0.071874519745546  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8.4135729174696  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.087023415552912  0  0.13824832075437  0  -0.16627520630349  0  0.028945042923689  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8.9875827092621  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.018248326549604  0  0.085048061259639  0  0.079437338334455  0  -0.089168120700837  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9.0100127104134  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.077800996864071  0  0.0058363569162402  0  0.033863473756206  0  0.054431725227056  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.719848022103  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.026479444832476  0  0.089369279900856  0  0.032665995214566  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.719903361701  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.048354484408323  0  -0.035373631603953  0  0.07108406860891  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.720556074887  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.18501071033959  0  -0.42542058703817  0  -0.2953796959084  0  -0.64266264332803  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.778096073844  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.77357985174329  0  0.20873633284698  0  -0.27671793295751  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.813838615811  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.31985977127985  0  -0.4438873636512  0  0.63327341695906  0  -0.08612260999015  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10.840292438686  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.072921452864189  0  -0.11486167047776  0  0.11760334330716  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  11.285152397302  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.0096609087718392  0  -0.13146673685479  0  -0.12241398126142  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  11.285810852064  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.15862469874479  0  0.039935109067323  0  -0.058492118282844  0  -0.0466114935758  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  11.286051984037  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.11980662598917  0  0.45284671795364  0  0.32083601614633  0  -0.42439922891852  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  12.972688805595  0  0  0  0  0  0  0  0  0  0  0  0  
0.058533421378114  0  -0.19079992456911  0  -0.10674139357632  0  -0.24313674272287  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  12.98191015489  0  0  0  0  0  0  0  0  0  0  0  
0  -0.32874464404882  0  -0.090061882699408  0  0.11627296132578  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  13.235502676125  0  0  0  0  0  0  0  0  0  0  
0.14150689999152  0  0.17293813186271  0  -0.27693419692838  0  0.015179577152797  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  13.25456039457  0  0  0  0  0  0  0  0  0  
0.031135227741427  0  -0.09725628132869  0  -0.04879968219299  0  -0.13573026120113  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  13.701367602084  0  0  0  0  0  0  0  0  
0  0.79889355562874  0  0.21899184930815  0  -0.28242555126795  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.076455106641  0  0  0  0  0  0  0  
0.30976980857913  0  -0.20450791626155  0  -0.55456479152996  0  -0.56595429538549  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.076955070118  0  0  0  0  0  0  
0.2241631061973  0  0.60416646402246  0  -0.46744984708844  0  0.363174611056  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.077339238033  0  0  0  0  0  
0.16169321159134  0  -0.042347835329914  0  0.059857944680417  0  0.045646764268416  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.71366176358  0  0  0  0  
0  -0.046134745102702  0  -0.049817541095769  0  -0.17034587013821  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.713705024169  0  0  0  
0  0.058876020511552  0  -0.17023885907507  0  0.033834437056946  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  17.714261043747  0  0  
-0.29548562203968  0  -0.20539371595513  0  0.56453813092581  0  0.12868256803141  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  18.024636291527  0  
0.037440077741573  0  -0.4521146154438  0  -0.029173910090505  0  -0.50729599977106  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  18.025111924899  
