2.5541287763797  0  0.02775315402381  0  -0.12186179064937  0  -0.037514239216246  0.064684299352983  0.42460949470149  0  -0.22409789079613  0  -1.2024747705339  0  0.23818075227993  0.27905465546832  0  -0.61355698025899  0  0  -0.31650243559928  0  0  -0.66483217207468  0.72729477495304  0.67817239839899  0  0.017170430984317  0.087889020840758  0  0  -0.20331903122277  0  0  0.41074266666491  -0.11273308498754  0  0.056059498819707  -0.12106411133163  0.074218362552786  0.25219160952367  0  0  0.054587330527025  0  0.087023415552912  0.018248326549604  0.077800996864071  0  0  0.18501071033959  0  -0.31985977127985  0  0  -0.15862469874479  0.11980662598917  0.058533421378114  0  0.14150689999152  0.031135227741427  0  0.30976980857913  0.2241631061973  0.16169321159134  0  0  -0.29548562203968  0.037440077741573  0  
0  2.7674012452382  0  0.075464282018252  0  -0.097427050714326  0  0  0  1.0143032945968  0  -0.0022400296867784  0  0.55596261220822  0  0  0.69976490277726  0  0.088874063181128  0.31023996173759  0  -0.0052109942403663  0.32358201096417  0  0  0  2.076347603943  0  0  0.0078180018227582  -0.10107818854248  0  -0.10708957022317  -0.15560923183202  0  0  0.34905601613735  0  0  0  0  -0.087119496928398  -0.077712266131961  0  -0.19999136426352  0  0  0  0.026479444832476  0.048354484408323  0  0.77357985174329  0  0.072921452864189  -0.0096609087718392  0  0  0  -0.32874464404882  0  0  0.79889355562874  0  0  0  -0.046134745102702  0.058876020511552  0  0  -0.62195091996755  
0.02775315402381  0  2.6544589564398  0  -0.082300727587445  0  0.15656017507726  0.34412600085079  0.49856375943039  0  0.53344970397337  0  0.31108357390187  0  0.51234554174251  -0.22960599099457  0  0.16626511180888  0  0  0.10242126705387  0  0  0.16336547363021  1.4400328755236  -0.82396139415098  0  -0.0055508659345814  0.086384905597722  0  0  0.090364284091742  0  0  -0.084968275299241  0.15713291744026  0  0.25263827398872  -0.26582788344734  0.28739064426531  -0.063070988735194  0  0  -0.09359562333005  0  0.13824832075437  0.085048061259639  0.0058363569162402  0  0  -0.42542058703817  0  -0.4438873636512  0  0  0.039935109067323  0.45284671795364  -0.19079992456911  0  0.17293813186271  -0.09725628132869  0  -0.20450791626155  0.60416646402246  -0.042347835329914  0  0  -0.20539371595513  -0.4521146154438  0  
0  0.075464282018252  0  2.5125130206025  0  -0.026674427851612  0  0  0  0.27937820847456  0  -1.068608089386  0  -0.77031453560517  0  0  0.17554896132275  0  -0.70565466508209  -0.14956138457346  0  0.6388845252342  -0.45175810741592  0  0  0  0.56863032101969  0  0  -0.20568311446624  0.12663412302973  0  -0.16257277007014  0.4146906530375  0  0  0.093208790427688  0  0  0  0  0.26913532173923  -0.065026608575136  0  -0.053680063124164  0  0  0  0.089369279900856  -0.035373631603953  0  0.20873633284698  0  -0.11486167047776  -0.13146673685479  0  0  0  -0.090061882699408  0  0  0.21899184930815  0  0  0  -0.049817541095769  -0.17023885907507  0  0  -0.17016314318755  
-0.12186179064937  0  -0.082300727587445  0  2.7126612085457  0  0.070679800324488  -0.1413701489589  -0.83176012689479  0  0.36369142242617  0  -0.43997129777927  0  -0.44594618973229  -0.44099704656149  0  -0.27964607741561  0  0  -0.066738861753412  0  0  -0.24417924499399  -1.4717574387766  -1.180825124086  0  -0.032925196962837  -0.092117301356621  0  0  -0.11556193226823  0  0  0.13430207103307  0.1764381427607  0  0.24866712560544  0.20902358233309  0.20354104117247  0.092599124969042  0  0  -0.08466009843768  0  -0.16627520630349  0.079437338334455  0.033863473756206  0  0  -0.2953796959084  0  0.63327341695906  0  0  -0.058492118282844  0.32083601614633  -0.10674139357632  0  -0.27693419692838  -0.04879968219299  0  -0.55456479152996  -0.46744984708844  0.059857944680417  0  0  0.56453813092581  -0.029173910090505  0  
0  -0.097427050714326  0  -0.026674427851612  0  2.5262925957027  0  0  0  -0.35599405572233  0  -0.84198707459353  0  0.97540673865403  0  0  -0.28014355785774  0  -0.20025265723893  0.66394046231016  0  0.49658557483163  0.57695580893072  0  0  0  -0.73408339431628  0  0  -0.14059863154592  -0.1899990633705  0  -0.4163731177696  -0.12173796120697  0  0  -0.12705824845503  0  0  0  0  -0.040085482997112  -0.26715312939763  0  0.071874519745546  0  0  0  0.032665995214566  0.07108406860891  0  -0.27671793295751  0  0.11760334330716  -0.12241398126142  0  0  0  0.11627296132578  0  0  -0.28242555126795  0  0  0  -0.17034587013821  0.033834437056946  0  0  0.21986654696723  
-0.037514239216246  0  0.15656017507726  0  0.070679800324488  0  2.6761432126989  0.27095124919258  0.026322122362695  0  0.80733706809315  0  -0.34061260260996  0  0.28374190073966  -0.51413047524743  0  -0.20682038012067  0  0  -0.026298418652942  0  0  -0.19966533905578  0.64319608314355  -1.6254460964862  0  -0.02780272602005  0.047494266444935  0  0  -0.047971187612221  0  0  0.12712136914768  0.27474560319131  0  -0.2795206588658  -0.028310925151041  -0.26223719882101  0.073832978993929  0  0  -0.15309695721897  0  0.028945042923689  -0.089168120700837  0.054431725227056  0  0  -0.64266264332803  0  -0.08612260999015  0  0  -0.0466114935758  -0.42439922891852  -0.24313674272287  0  0.015179577152797  -0.13573026120113  0  -0.56595429538549  0.363174611056  0.045646764268416  0  0  0.12868256803141  -0.50729599977106  0  
0.064684299352983  0  0.34412600085079  0  -0.1413701489589  0  0.27095124919258  -1.3291175169045  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.42460949470149  0  0.49856375943039  0  -0.83176012689479  0  0.026322122362695  0  -1.3276902859676  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1.0143032945968  0  0.27937820847456  0  -0.35599405572233  0  0  0  -1.3257517216326  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
